40.43801, -3.63857, Punto 1
40.39364, -3.67793, Punto 11
40.43801, -3.63857, 
40.43792, -3.63878, 
40.43770, -3.63860, 
40.43760, -3.63881, 
40.43745, -3.63912, 
40.43729, -3.63945, 
40.43719, -3.63966, 
40.43706, -3.63992, 
40.43691, -3.64021, 
40.43642, -3.64125, 
40.43637, -3.64138, 
40.43622, -3.64165, 
40.43588, -3.64238, 
40.43569, -3.64276, 
40.43550, -3.64316, 
40.43540, -3.64335, 
40.43520, -3.64378, 
40.43509, -3.64402, 
40.43502, -3.64416, 
40.43485, -3.64450, 
40.43475, -3.64473, 
40.43465, -3.64492, 
40.43441, -3.64543, 
40.43434, -3.64558, 
40.43408, -3.64611, 
40.43399, -3.64630, 
40.43369, -3.64692, 
40.43355, -3.64721, 
40.43335, -3.64766, 
40.43322, -3.64797, 
40.43313, -3.64822, 
40.43312, -3.64826, 
40.43311, -3.64831, 
40.43310, -3.64836, 
40.43306, -3.64859, 
40.43305, -3.64865, 
40.43277, -3.64858, 
40.43231, -3.64843, 
40.43214, -3.64837, 
40.43203, -3.64834, 
40.43177, -3.64826, 
40.43160, -3.64822, 
40.43124, -3.64814, 
40.43089, -3.64807, 
40.43071, -3.64803, 
40.43054, -3.64800, 
40.43018, -3.64792, 
40.42962, -3.64779, 
40.42909, -3.64768, 
40.42897, -3.64765, 
40.42895, -3.64779, 
40.42887, -3.64838, 
40.42886, -3.64845, 
40.42885, -3.64851, 
40.42882, -3.64856, 
40.42877, -3.64866, 
40.42875, -3.64869, 
40.42875, -3.64870, 
40.42870, -3.64876, 
40.42866, -3.64881, 
40.42864, -3.64883, 
40.42852, -3.64892, 
40.42834, -3.64906, 
40.42806, -3.64929, 
40.42781, -3.64948, 
40.42778, -3.64951, 
40.42776, -3.64952, 
40.42763, -3.64962, 
40.42751, -3.64972, 
40.42739, -3.64983, 
40.42723, -3.65002, 
40.42713, -3.65014, 
40.42702, -3.65027, 
40.42691, -3.65040, 
40.42685, -3.65047, 
40.42676, -3.65038, 
40.42670, -3.65028, 
40.42667, -3.65022, 
40.42664, -3.65016, 
40.42662, -3.65009, 
40.42661, -3.65007, 
40.42650, -3.64972, 
40.42647, -3.64963, 
40.42644, -3.64957, 
40.42644, -3.64956, 
40.42640, -3.64949, 
40.42633, -3.64939, 
40.42632, -3.64938, 
40.42624, -3.64928, 
40.42623, -3.64927, 
40.42619, -3.64923, 
40.42617, -3.64921, 
40.42615, -3.64919, 
40.42611, -3.64917, 
40.42608, -3.64916, 
40.42606, -3.64916, 
40.42603, -3.64917, 
40.42599, -3.64918, 
40.42595, -3.64921, 
40.42591, -3.64925, 
40.42587, -3.64929, 
40.42577, -3.64942, 
40.42566, -3.64956, 
40.42541, -3.64990, 
40.42539, -3.64992, 
40.42531, -3.65004, 
40.42526, -3.65008, 
40.42521, -3.65012, 
40.42509, -3.65022, 
40.42493, -3.65032, 
40.42476, -3.65041, 
40.42435, -3.65064, 
40.42406, -3.65080, 
40.42392, -3.65088, 
40.42375, -3.65097, 
40.42359, -3.65107, 
40.42331, -3.65122, 
40.42310, -3.65136, 
40.42301, -3.65140, 
40.42270, -3.65156, 
40.42236, -3.65170, 
40.42217, -3.65176, 
40.42211, -3.65178, 
40.42207, -3.65179, 
40.42187, -3.65185, 
40.42177, -3.65187, 
40.42165, -3.65189, 
40.42144, -3.65194, 
40.42127, -3.65199, 
40.42126, -3.65199, 
40.42117, -3.65203, 
40.42107, -3.65208, 
40.42100, -3.65214, 
40.42093, -3.65219, 
40.42088, -3.65224, 
40.42087, -3.65226, 
40.42081, -3.65233, 
40.42077, -3.65240, 
40.42076, -3.65240, 
40.42073, -3.65246, 
40.42070, -3.65252, 
40.42068, -3.65256, 
40.42064, -3.65267, 
40.42055, -3.65295, 
40.42046, -3.65290, 
40.42018, -3.65274, 
40.42014, -3.65271, 
40.42005, -3.65266, 
40.42000, -3.65263, 
40.41989, -3.65255, 
40.41986, -3.65253, 
40.41977, -3.65247, 
40.41973, -3.65244, 
40.41967, -3.65240, 
40.41962, -3.65236, 
40.41958, -3.65232, 
40.41955, -3.65228, 
40.41952, -3.65224, 
40.41951, -3.65224, 
40.41950, -3.65221, 
40.41947, -3.65217, 
40.41943, -3.65209, 
40.41940, -3.65200, 
40.41936, -3.65190, 
40.41935, -3.65183, 
40.41934, -3.65182, 
40.41932, -3.65178, 
40.41929, -3.65170, 
40.41922, -3.65156, 
40.41920, -3.65152, 
40.41916, -3.65142, 
40.41915, -3.65138, 
40.41908, -3.65120, 
40.41904, -3.65109, 
40.41903, -3.65107, 
40.41901, -3.65104, 
40.41898, -3.65102, 
40.41896, -3.65100, 
40.41892, -3.65098, 
40.41875, -3.65088, 
40.41873, -3.65086, 
40.41870, -3.65083, 
40.41868, -3.65080, 
40.41867, -3.65077, 
40.41865, -3.65072, 
40.41863, -3.65067, 
40.41861, -3.65060, 
40.41854, -3.65017, 
40.41848, -3.64986, 
40.41847, -3.64985, 
40.41846, -3.64984, 
40.41845, -3.64982, 
40.41845, -3.64980, 
40.41844, -3.64977, 
40.41840, -3.64961, 
40.41838, -3.64953, 
40.41837, -3.64946, 
40.41818, -3.64949, 
40.41811, -3.64950, 
40.41799, -3.64952, 
40.41791, -3.64954, 
40.41783, -3.64957, 
40.41776, -3.64954, 
40.41746, -3.64964, 
40.41727, -3.64970, 
40.41711, -3.64974, 
40.41695, -3.64979, 
40.41680, -3.64984, 
40.41665, -3.64988, 
40.41660, -3.64990, 
40.41652, -3.64993, 
40.41644, -3.64997, 
40.41627, -3.65005, 
40.41616, -3.65011, 
40.41603, -3.65019, 
40.41584, -3.65031, 
40.41583, -3.65032, 
40.41572, -3.65040, 
40.41556, -3.65052, 
40.41552, -3.65056, 
40.41538, -3.65070, 
40.41523, -3.65086, 
40.41518, -3.65091, 
40.41492, -3.65118, 
40.41464, -3.65148, 
40.41454, -3.65158, 
40.41426, -3.65188, 
40.41419, -3.65197, 
40.41415, -3.65202, 
40.41387, -3.65232, 
40.41379, -3.65243, 
40.41376, -3.65246, 
40.41352, -3.65272, 
40.41344, -3.65280, 
40.41331, -3.65295, 
40.41315, -3.65311, 
40.41301, -3.65326, 
40.41288, -3.65341, 
40.41280, -3.65349, 
40.41273, -3.65356, 
40.41255, -3.65374, 
40.41232, -3.65397, 
40.41208, -3.65419, 
40.41194, -3.65433, 
40.41165, -3.65460, 
