timestamp,latitude,longitude,speed,heading,pax_load,delay_s
0,48.84437,2.37344,92.0,0.0,60.0,30.0
1,48.843674,2.374117,92.0,147.4,60.0,30.0
2,48.842978,2.374794,92.0,147.4,60.1,30.0
3,48.842282,2.375471,92.0,147.4,60.1,30.0
4,48.841586,2.376148,92.0,147.4,60.2,30.0
5,48.84089,2.376825,92.0,147.4,60.2,30.0
6,48.840194,2.377502,92.0,147.4,60.2,30.0
7,48.839498,2.378179,92.0,147.4,60.3,30.0
8,48.838802,2.378857,92.0,147.4,60.3,30.0
9,48.838106,2.379534,92.0,147.4,60.3,31.0
10,48.83741,2.380211,92.0,147.4,60.4,31.0
11,48.836714,2.380888,92.0,147.4,60.4,31.0
12,48.836018,2.381565,92.0,147.4,60.5,31.0
13,48.835322,2.382242,92.0,147.4,60.5,31.0
14,48.834625,2.382919,92.01,147.4,60.5,31.0
15,48.833929,2.383596,92.01,147.4,60.6,31.0
16,48.833233,2.384273,92.01,147.4,60.6,31.0
17,48.832537,2.38495,92.01,147.4,60.7,31.0
18,48.831841,2.385627,92.01,147.4,60.7,31.0
19,48.831145,2.386304,92.01,147.4,60.7,31.0
20,48.830449,2.386981,92.01,147.4,60.8,31.0
21,48.829753,2.387658,92.01,147.4,60.8,31.0
22,48.829057,2.388336,92.01,147.4,60.9,31.0
23,48.828361,2.389013,92.01,147.4,60.9,31.0
24,48.827665,2.38969,92.01,147.4,60.9,31.0
25,48.826969,2.390367,92.01,147.4,61.0,31.0
26,48.826273,2.391044,92.01,147.4,61.0,31.0
27,48.825577,2.391721,92.01,147.4,61.0,32.0
28,48.824881,2.392398,92.01,147.4,61.1,32.0
29,48.824185,2.393075,92.01,147.4,61.1,32.0
30,48.823489,2.393752,92.01,147.4,61.2,32.0
31,48.822793,2.394429,92.01,147.4,61.2,32.0
32,48.822097,2.395106,92.01,147.4,61.2,32.0
33,48.821401,2.395783,92.01,147.4,61.3,32.0
34,48.820705,2.39646,92.01,147.4,61.3,32.0
35,48.820009,2.397137,92.01,147.4,61.4,32.0
36,48.819313,2.397815,92.01,147.4,61.4,32.0
37,48.818617,2.398492,92.01,147.4,61.4,32.0
38,48.817921,2.399169,92.01,147.4,61.5,32.0
39,48.817225,2.399846,92.01,147.4,61.5,32.0
40,48.816529,2.400523,92.01,147.4,61.6,32.0
41,48.815832,2.4012,92.02,147.4,61.6,32.0
42,48.815136,2.401877,92.02,147.4,61.6,32.0
43,48.81444,2.402554,92.02,147.4,61.7,32.0
44,48.813744,2.403231,92.02,147.4,61.7,32.0
45,48.813048,2.403908,92.02,147.4,61.7,33.0
46,48.812352,2.404585,92.02,147.4,61.8,33.0
47,48.811656,2.405262,92.02,147.4,61.8,33.0
48,48.81096,2.405939,92.02,147.4,61.9,33.0
