timestamp,latitude,longitude,speed,heading,occupancy
0,40.4065,-3.6895,8.5,0.0,41.5
1,40.406572,-3.689535,8.5,339.6,41.3
2,40.406643,-3.68957,8.5,339.6,41.2
3,40.406715,-3.689605,8.5,339.6,41.0
4,40.406786,-3.68964,8.5,339.6,40.9
5,40.406858,-3.689675,8.5,339.6,40.7
6,40.406929,-3.68971,8.5,339.6,40.6
7,40.407001,-3.689745,8.5,339.6,40.4
8,40.407072,-3.68978,8.5,339.6,40.3
9,40.407144,-3.689815,8.5,339.6,40.1
10,40.407216,-3.68985,8.5,339.6,40.0
11,40.407287,-3.689885,8.5,339.6,39.9
12,40.407359,-3.68992,8.5,339.6,39.7
13,40.40743,-3.689955,8.5,339.6,39.6
14,40.407502,-3.68999,8.5,339.6,39.4
15,40.407573,-3.690025,8.5,339.6,39.3
16,40.407645,-3.69006,8.5,339.6,39.1
17,40.407716,-3.690095,8.5,339.6,39.0
18,40.407788,-3.69013,8.5,339.6,38.8
19,40.407859,-3.690165,8.5,339.6,38.7
20,40.407931,-3.6902,8.5,339.6,38.5
21,40.408003,-3.690235,8.5,339.6,38.4
22,40.408074,-3.69027,8.5,339.6,38.2
23,40.408146,-3.690305,8.5,339.6,38.1
24,40.408217,-3.69034,8.5,339.6,38.0
25,40.408289,-3.690375,8.5,339.6,37.8
26,40.40836,-3.69041,8.5,339.6,37.7
27,40.408432,-3.690445,8.5,339.6,37.5
28,40.408503,-3.69048,8.5,339.6,37.4
29,40.408575,-3.690515,8.5,339.6,37.2
30,40.408647,-3.69055,8.5,339.6,37.1
31,40.408718,-3.690585,8.5,339.6,36.9
32,40.40879,-3.69062,8.5,339.6,36.8
33,40.408861,-3.690655,8.5,339.6,36.6
34,40.408933,-3.69069,8.5,339.6,36.5
35,40.409004,-3.690725,8.5,339.6,36.4
36,40.409076,-3.690761,8.5,339.6,36.2
37,40.409147,-3.690796,8.5,339.6,36.1
38,40.409219,-3.690831,8.5,339.6,35.9
39,40.40929,-3.690866,8.5,339.6,35.8
40,40.409362,-3.690901,8.5,339.6,35.6
41,40.409434,-3.690936,8.5,339.6,35.5
42,40.409505,-3.690971,8.5,339.6,35.3
43,40.409577,-3.691006,8.5,339.6,35.2
44,40.409648,-3.691041,8.5,339.6,35.1
45,40.40972,-3.691076,8.5,339.6,34.9
46,40.409791,-3.691111,8.5,339.6,34.8
47,40.409863,-3.691146,8.5,339.6,34.6
48,40.409934,-3.691181,8.5,339.6,34.5
49,40.410006,-3.691216,8.5,339.6,34.3
50,40.410078,-3.691251,8.5,339.6,34.2
51,40.410149,-3.691286,8.5,339.6,34.0
52,40.410221,-3.691321,8.5,339.6,33.9
53,40.410292,-3.691356,8.5,339.6,33.8
54,40.410364,-3.691391,8.5,339.6,33.6
55,40.410435,-3.691426,8.5,339.6,33.5
56,40.410507,-3.691461,8.5,339.6,33.3
57,40.410578,-3.691496,8.5,339.6,33.2
58,40.41065,-3.691531,8.5,339.6,33.0
59,40.410721,-3.691566,8.5,339.6,32.9
60,40.410793,-3.691601,8.5,339.6,32.8
61,40.410865,-3.691636,8.5,339.6,32.6
62,40.410936,-3.691671,8.5,339.6,32.5
63,40.411008,-3.691706,8.5,339.6,32.3
64,40.411079,-3.691741,8.5,339.6,32.2
65,40.411151,-3.691776,8.5,339.6,32.0
66,40.411222,-3.691811,8.5,339.6,31.9
67,40.411294,-3.691846,8.5,339.6,31.8
68,40.411365,-3.691881,8.5,339.6,31.6
69,40.411437,-3.691916,8.5,339.6,31.5
70,40.411509,-3.691951,8.5,339.6,31.3
71,40.41158,-3.691986,8.5,339.6,31.2
72,40.411652,-3.692021,8.5,339.6,31.1
73,40.411723,-3.692056,8.5,339.6,30.9
74,40.411795,-3.692091,8.5,339.6,30.8
75,40.411866,-3.692126,8.5,339.6,30.6
76,40.411938,-3.692161,8.5,339.6,30.5
77,40.412009,-3.692196,8.5,339.6,30.4
78,40.412081,-3.692231,8.5,339.6,30.2
79,40.412152,-3.692266,8.5,339.6,30.1
80,40.412224,-3.692301,8.5,339.6,29.9
81,40.412296,-3.692336,8.5,339.6,29.8
82,40.412367,-3.692371,8.5,339.6,29.7
83,40.412439,-3.692406,8.5,339.6,29.5
84,40.41251,-3.692441,8.5,339.6,29.4
85,40.412582,-3.692476,8.5,339.6,29.2
86,40.412653,-3.692511,8.5,339.6,29.1
87,40.412725,-3.692546,8.5,339.6,29.0
88,40.412796,-3.692581,8.5,339.6,28.8
89,40.412868,-3.692616,8.5,339.6,28.7
90,40.41294,-3.692651,8.5,339.6,28.5
91,40.413011,-3.692686,8.5,339.6,28.4
92,40.413083,-3.692721,8.5,339.6,28.3
93,40.413154,-3.692756,8.5,339.6,28.1
94,40.413226,-3.692791,8.5,339.6,28.0
95,40.413297,-3.692826,8.5,339.6,27.9
96,40.413369,-3.692861,8.5,339.6,27.7
97,40.41344,-3.692896,8.5,339.6,27.6
98,40.413512,-3.692931,8.5,339.6,27.4
99,40.413583,-3.692966,8.5,339.6,27.3
100,40.413655,-3.693001,8.5,339.6,27.2
101,40.413727,-3.693036,8.5,339.6,27.0
102,40.413798,-3.693071,8.5,339.6,26.9
103,40.41387,-3.693106,8.5,339.6,26.8
